post,target
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. Join our Real Estate team in Dubai. You will...,job_offer
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. Multinational in NGO seeking...,job_offer
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. New York-based opportunity in Fashion. Responsibilities include...,job_offer
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. E-commerce company (Consulting Firm) at Lyon is hiring...,job_offer
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. Join our Insurance team in London. You will...,job_offer
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. New York-based opportunity in Fashion. Responsibilities include...,job_offer
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. Join our Entertainment team in Toronto. You will...,job_offer
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. Enterprise in Agriculture seeking...,job_offer
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. Sports company (University) at Berlin is hiring...,job_offer
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. Join our Aerospace team in Istanbul. You will...,job_offer
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. Bank in E-commerce seeking...,job_offer
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. Based in Work from Home  we're looking for...,job_offer
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. Tangier-based opportunity in Agriculture. Responsibilities include...,job_offer
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. Insurance Company in Insurance seeking...,job_offer
